prolific_ID,id,time,timeperiod,age,above35,gender,genderfemale,gendermale,genderother,ethnicity,ethnicityasian,ethnicityblack,ethnicityother,ethnicitywhite,ethnicityall,educationcategory,education,educationcollege,educationless,educationmore,educationall,income,incomecontribution,incomecontribution50,workingtimedaysweek,workingtimehoursday,workingtimetotal,workingfulltime,workingtimeminwk,commutingtime,sourcesnaturallight,sourcesviewsnature,sourcesartificiallights,sourcesnaturalmaterials,sourcesindoorplants,sourcesdecor,wbattention,wbcreativity,wbproductivity,wbmotivation,wbfear,wbstress,wbpain,wbconnectedness,wbsocial,wbsleep,wbactivity,wbhealthy,wbconservation,activitiescount,timenaturedaysweek,timenaturehoursday,timenaturetotalmin,timenatureabove120,timenatureabove240,timenaturepercentile,timenaturecategorical120to240,timenaturecategorical240ormore,timenaturecategoricallessthan120,backyardgardentimepercentage,backyardgardenminutes,backyardgardentimepercentile,backyardgardentimemajority,publictimepercentage,publictimeminutes,publictimemajority,adherance,selfreportedcreativity,stressunexpected,stresscontrol,stressnervous,stressconfident,stressyourway,stresscope,stressirritations,stressontop,stressangered,stressdifficulties,stressmean,stresssum,stresstotalhigh,stresstotallow,stresstotalmoderate,stresssumall,stresssummodhigh,acutestress,acutestress50,acutestressmajority,anxietyfearful1,anxietyanxious1,anxietyworriesoverwhelmed1,anxietyfocused1,anxietynervous1,anxietyuneasy1,anxietytense1,anxietyrawsum1,anxietyTscore,anxietyTscoreSE,anxietyinterpretation,anxietyslight,anxietymild,anxietymoderate,anxietysevere,anxietymean1,anxietymodsevere,anxietyhelp1,anxietymean,selfnature,activitiescycling,activitiesgardening,activitieswalkinghiking,activitiesrunning,activitiescamping,activitieshuntingfishing,activitiesgames,activitiesoutdoorworkout,activitiesoutdoorrelax,activitiesother,activitiesgreenspace,activitiesactive,activitiespassive,activitiesconsumptive,surroundings,surroundingsother,surroundingsrural,surroundingssuburban,surroundingsurban,surroundingsall,surroundingsnonrural,surroundingsruralvsurban,surroundingssuburbanvsrural,timenatureearlymorning,timenaturemidmorning,timenatureearlyafternoon,timenaturelateafternoon,timenatureearlyevening,timenaturenight,naturehomena,naturehomeother,naturehomeprivateyard,naturehomepatiodeck,naturehomesharedconcrete,naturehomesharedyard,naturehomeroofspace,naturehomeyardany,naturehomegreen,naturehomeall,piextraversion,piagreeableness,piconscientiousness,piemotional,piopenness,pownership,propertyownershipother,propertyownershipown,propertyownershiprent,propertyownershipcategory,propertydescription,propertydescriptionaptcondo,propertydescriptionattached,propertydescriptiondetachedmultifamily,propertydescriptiondetachedsinglefamily,propertydescriptionmobile,propertycategory,industry,industryagriculture,industryarts,industrybroadcasting,industryconstruction,industryeducation,industryfinance,industrygovernment,industryhealth,industryhotel,industryinformation,industrylegal,industrymanufacturing,industrymilitary,industryother,industryprocessing,industrypublishing,industryreal,industryreligious,industryretail,industryscientific,industrysoftware,industrytelecommunications,industrytransportation,industryutilities,industrywholesale,moved,movedno,movedyes,changejob,changejobno,changejobyes,sip,sipdontknow,sipno,sipyes,adherence,homelocation,worklocation
5f9b5a4e6a200236cbdcb1bb,11,1,pc,43,1,Male,0,1,0,White,0,0,0,1,1,College,6,1,0,0,2,7,50,1,5,7,35,1,2100,40,0,0,1,1,0,2,3,3,3,3,1,2,1,3,4,3,5,5,3,6,6,2,720,1,1,0.9083526682,0,1,0,4,28.8,0.255787037,0,96,691.2,1,4,1,2,2,2,2,2,1,2,2,2,1,1.8,18,0,0,1,2,1,1,0,0,1,1,1,1,1,1,3,9,44.7,2.9,0,1,0,0,0,1.285714286,0,1,0.25,4,1,1,1,1,0,0,0,1,1,0,1,1,1,0,Rural,0,1,0,0,3,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,4,4,3,2.5,4.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Education,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,4,17601,17551
5f136b2be9d1e835fdb8595c,12,1,pc,28,0,Female,1,0,0,White,0,0,0,1,1,More,8,0,0,1,3,5,100,1,0,12,12,0,720,45,1,0,2,0,0,1,3,2,4,2,2,3,1,3,3,3,2,3,3,1,0,1,60,0,0,0.09976798144,0,0,1,50,30,0.7511574074,1,50,30,1,3,3,2,1,2,1,1,3,1,2,1,2,1.6,16,0,0,1,2,1,1,0,0,3,1,3,3,2,2,3,17,56.3,2.2,1,0,1,0,0,2.428571429,0,1,1.25,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Urban,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,6,4.5,6,6,4.5,Rent,0,0,1,2,Apartment/condo,1,0,0,0,0,3,Health,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,0,1,0,3,33301,33308
5f8120ed0c4ed61e386b4302,13,1,pc,24,0,Female,1,0,0,White,0,0,0,1,1,Less,5,0,1,0,1,3,30,0,1,9,9,0,540,30,1,1,2,1,0,0,4,3,4,4,2,3,2,3,3,3,3,3,3,3,6,1,360,1,1,0.6821345708,0,1,0,20,72,0.4791666667,0,80,288,1,4,3,2,3,3,2,1,2,2,2,3,3,2.3,23,0,0,1,2,1,2,1,0,4,4,2,2,4,2,4,22,62.6,2.2,2,0,0,1,0,3.142857143,1,4,2.25,4,0,1,1,0,0,0,0,0,1,0,1,1,1,0,Suburban,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,5,2,5,3.5,5.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,4,20814,20016
5ec76194079cdc1b61767c3b,14,1,pc,33,0,Male,0,1,0,White,0,0,0,1,1,Less,5,0,1,0,1,6,70,1,5,7,35,1,2100,50,3,3,4,3,0,2,4,3,3,3,2,2,2,3,3,3,3,3,4,4,2,2,240,1,1,0.4686774942,0,1,0,0,0,0.1041666667,0,100,240,1,4,2,2,2,2,1,2,1,1,2,1,0,1.4,14,0,0,1,2,1,0,0,0,1,3,1,3,3,3,3,17,56.3,2.2,1,0,1,0,0,2.428571429,0,1,1.25,3,0,0,1,0,0,0,1,1,1,0,0,1,1,0,Suburban,0,0,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,2.5,3,5,2.5,4.5,Rent,0,0,1,2,Apartment/condo,1,0,0,0,0,3,Information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,4,91311,91311
5f36f5c5a9ef8615f1333ab1,15,1,pc,23,0,Male,0,1,0,Asian,1,0,0,0,2,Less,5,0,1,0,1,6,70,1,0,9,9,0,540,30,3,3,2,2,0,2,4,3,4,4,2,2,2,4,3,3,2,3,3,2,3,3,540,1,1,0.8584686775,0,1,0,10,54,0.3449074074,0,90,486,1,3,2,2,2,1,2,2,3,3,2,2,3,2.2,22,0,0,1,2,1,2,1,0,3,4,2,4,3,2,2,20,60,2.2,2,0,0,1,0,2.857142857,1,2,1.75,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Suburban,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3.5,4,3,2.5,4.5,Rent,0,0,1,2,Apartment/condo,1,0,0,0,0,3,Finance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,3,60007,60007
5dcaf5db575da17c63ebb51b,16,1,pc,20,0,Female,1,0,0,White,0,0,0,1,1,Less,3,0,1,0,1,5,50,1,5,7,35,1,2100,10,4,4,4,2,3,1,4,3,4,3,1,1,1,4,4,1,4,3,2,2,2,3,360,1,1,0.6821345708,0,1,0,25,90,0.5416666667,0,75,270,1,1,5,2,0,0,1,2,0,1,1,2,0,0.9,9,0,1,0,1,0,0,0,0,3,1,1,1,1,2,3,12,49.9,2.3,0,1,0,0,0,1.714285714,0,1,0.625,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Other:,1,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,2,4,2.5,6,2.5,5.5,Rent,0,0,1,2,Attached,0,1,0,0,0,4,Hotel,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,0,1,0,1,33460,33461
5ef6d07be683903cd5ae171d,17,1,pc,38,1,Male,0,1,0,Asian,1,0,0,0,2,College,6,1,0,0,2,6,70,1,5,7,35,1,2100,40,3,2,4,3,1,3,4,5,5,5,2,2,2,5,5,3,4,5,4,6,5,5,1500,1,1,0.9779582367,0,1,0,40,600,0.6631944444,0,60,900,1,4,4,2,1,3,1,2,1,1,2,3,1,1.7,17,0,0,1,2,1,2,1,0,2,3,4,3,3,3,3,21,61.3,2.2,2,0,0,1,0,3,1,3,2,6,1,1,1,1,0,0,1,0,1,0,1,1,1,0,Urban,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,5,1.5,6,1.5,5.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Information,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,4,43219,43230
5f5d967f60d7fa5fdca4cc4f,18,1,pc,27,0,Female,1,0,0,Asian,1,0,0,0,2,Less,5,0,1,0,1,8,40,0,6,9,54,1,3240,60,3,3,4,0,2,0,3,4,4,3,5,5,3,4,3,2,1,3,3,1,1,3,180,1,0,0.3549883991,1,0,0,0,0,0.1041666667,0,100,180,1,3,3,2,3,4,2,2,1,2,2,2,1,2.1,21,0,0,1,2,1,2,1,0,3,5,4,4,4,4,2,26,67.7,2.2,2,0,0,1,0,3.714285714,1,2,2.5,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Urban,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.5,3,5,4.5,5.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,I don't know,1,0,0,3,11229,10018
5ef699fc5e0cdf000c6be4e0,19,1,pc,32,0,Female,1,0,0,Other,0,0,1,0,4,Less,5,0,1,0,1,6,100,1,5,7,35,1,2100,90,2,1,2,1,0,0,4,3,4,4,2,3,1,2,3,3,1,2,3,5,2,2,240,1,1,0.4686774942,0,1,0,80,192,0.931712963,1,20,48,0,4,4,1,2,3,2,2,3,1,2,1,2,1.9,19,0,0,1,2,1,1,0,0,3,2,2,3,2,2,3,17,56.3,2.2,1,0,1,0,0,2.428571429,0,3,1.5,4,0,1,1,1,0,1,0,0,1,0,1,1,1,1,Urban,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,1,6,4,5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,"Arts,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Yes,0,0,1,4,97212,97204
5c50c73cecd461000198fea1,20,1,pc,28,0,Male,0,1,0,White,0,0,0,1,1,Less,5,0,1,0,1,7,100,1,5,9,45,1,2700,30,1,1,2,1,0,0,4,3,4,4,2,1,1,5,5,4,3,4,3,2,1,2,120,1,0,0.2320185615,1,0,0,40,48,0.6631944444,0,60,72,1,3,3,1,1,2,1,1,1,1,1,1,0,1,10,0,1,0,1,0,1,0,0,3,1,3,3,3,1,1,15,53.8,2.2,0,1,0,0,0,2.142857143,0,3,1.25,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Suburban,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,2.5,6,1.5,5.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,I don't know,1,0,0,3,7728,7036
5f4c5105ad5ee685d48bcca2,21,1,pc,35,0,Male,0,1,0,Asian,1,0,0,0,2,Less,4,0,1,0,1,8,50,1,0,7,7,0,420,38,0,4,4,4,0,4,5,4,5,4,1,2,1,4,5,3,5,3,3,5,2,4,480,1,1,0.8143851508,0,1,0,30,144,0.5949074074,0,70,336,1,4,4,2,2,2,1,1,1,1,1,0,1,1.2,12,0,1,0,1,0,1,0,0,1,3,3,3,3,3,3,19,58.8,2.2,1,0,1,0,0,2.714285714,0,2,1.625,3,0,0,1,1,0,0,1,1,1,0,0,1,1,0,Suburban,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,6.5,1,7,1.5,6.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Transportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,No,0,1,0,4,60070,60090
5ca17355f1e809001169e3c8,22,1,pc,34,0,Male,0,1,0,White,0,0,0,1,1,College,6,1,0,0,2,8,100,1,5,7,35,1,2100,60,1,1,4,3,0,3,4,4,4,4,1,1,1,5,4,3,4,3,3,1,3,2,360,1,1,0.6821345708,0,1,0,0,0,0.1041666667,0,100,360,1,4,3,3,3,4,2,3,2,2,2,3,2,2.6,26,0,0,1,2,1,2,1,0,4,4,4,2,4,4,4,26,67.7,2.2,2,0,0,1,0,3.714285714,1,4,2.75,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Urban,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4,2.5,6,2.5,5.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,No,0,1,0,4,30040,30339
5d6ef023cfe0a400198f911e,23,1,pc,31,0,Male,0,1,0,White,0,0,0,1,1,Less,5,0,1,0,1,6,100,1,5,9,45,1,2700,40,1,1,2,0,1,2,4,4,5,5,1,2,1,3,3,4,4,4,3,3,4,1,240,1,1,0.4686774942,0,1,0,15,36,0.4189814815,0,85,204,1,4,1,1,0,4,2,2,0,3,2,0,0,1.4,14,0,0,1,2,1,2,1,0,1,1,1,1,2,1,3,10,46.7,2.6,0,1,0,0,0,1.428571429,0,1,0.375,4,0,0,0,1,0,0,0,1,1,0,0,1,1,0,Suburban,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,6,1.5,7,1,6.5,Own,0,1,0,1,Detached_single-family,0,0,0,1,0,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,0,1,0,4,60185,60614
